1,1/362,M2039,30:43,30:42,4:57
2,2/362,M2039,31:36,31:36,5:06
3,3/362,M2039,31:42,31:42,5:07
4,4/362,M2039,32:28,32:27,5:14
5,5/362,M2039,32:52,32:52,5:18
6,6/362,M2039,33:06,33:06,5:20
7,1/256,M4049,33:33,33:33,5:24
8,2/256,M4049,33:42,33:42,5:26
9,3/256,M4049,33:54,33:54,5:28
10,7/362,M2039,33:56,33:56,5:28
11,8/362,M2039,34:13,34:13,5:31
12,4/256,M4049,34:25,34:25*,5:33
13,5/256,M4049,35:22,35:22,5:42
14,9/362,M2039,35:50,35:49,5:46
15,1/448,F2039,36:31,36:31,5:53
16,10/362,M2039,36:42,36:41,5:55
17,2/448,F2039,36:53,36:52,5:56
18,3/448,F2039,37:16,37:16,6:00
19,11/362,M2039,37:35,37:26,6:02
20,12/362,M2039,37:41,37:40,6:04
21,4/448,F2039,37:45,37:44,6:05
22,6/256,M4049,38:09,38:06,6:08
23,7/256,M4049,38:12,38:10,6:09
24,13/362,M2039,38:12,38:11,6:09
25,1/46,M6069,38:13,38:12*,6:09
26,1/171,M5059,38:22,38:21,6:11
27,5/448,F2039,38:31,38:30,6:12
28,8/256,M4049,38:33,38:31,6:12
29,14/362,M2039,38:34,38:32,6:13
30,15/362,M2039,38:41,38:34,6:13
31,9/256,M4049,38:38,38:35,6:13
32,16/362,M2039,38:41,38:40,6:14
33,2/171,M5059,39:01,39:00,6:17
34,17/362,M2039,39:14,39:09,6:18
35,18/362,M2039,39:12,39:10,6:19
36,10/256,M4049,39:13,39:12,6:19
37,19/362,M2039,39:17,39:14,6:19
38,11/256,M4049,39:23,39:22,6:21
39,20/362,M2039,39:40,39:32,6:22
40,6/448,F2039,39:33,39:32,6:22
41,21/362,M2039,39:41,39:34,6:23
42,22/362,M2039,39:57,39:44,6:24
43,12/256,M4049,39:45,39:45,6:24
44,23/362,M2039,39:50,39:46,6:24
45,3/171,M5059,39:47,39:46,6:24
46,13/256,M4049,39:50,39:48,6:25
47,24/362,M2039,39:51,39:49,6:25
48,25/362,M2039,40:15,40:07,6:28
49,26/362,M2039,40:37,40:11,6:28
50,1/22,M0119,40:38,40:12,6:29
51,27/362,M2039,40:21,40:18,6:30
52,14/256,M4049,40:21,40:19,6:30
53,28/362,M2039,40:30,40:20,6:30
54,29/362,M2039,40:27,40:25,6:31
56,30/362,M2039,40:32,40:30,6:31
57,31/362,M2039,40:48,40:44,6:34
58,15/256,M4049,40:57,40:51,6:35
59,7/448,F2039,40:56,40:53,6:35
60,8/448,F2039,40:58,40:55,6:36
61,1/186,F4049,41:07,41:06*,6:37
62,4/171,M5059,41:20,41:16,6:39
63,9/448,F2039,41:19,41:18,6:39
64,16/256,M4049,41:32,41:26,6:41
65,17/256,M4049,41:44,41:34,6:42
66,5/171,M5059,41:38,41:35,6:42
67,18/256,M4049,41:41,41:35,6:42
68,32/362,M2039,41:50,41:39,6:43
69,33/362,M2039,42:02,41:40,6:43
70,19/256,M4049,41:43,41:43,6:43
71,34/362,M2039,41:47,41:45,6:44
72,2/22,M0119,41:48,41:47,6:44
73,6/171,M5059,41:50,41:48,6:44
74,2/186,F4049,42:01,41:58,6:46
75,35/362,M2039,42:11,42:00,6:46
76,20/256,M4049,42:05,42:02,6:46
77,36/362,M2039,42:09,42:08,6:47
78,37/362,M2039,42:14,42:09,6:47
79,21/256,M4049,42:21,42:10,6:48
80,38/362,M2039,42:20,42:12,6:48
82,39/362,M2039,42:22,42:13,6:48
83,7/171,M5059,42:31,42:20,6:49
84,40/362,M2039,42:30,42:22,6:50
85,41/362,M2039,42:27,42:23,6:50
86,42/362,M2039,42:37,42:24,6:50
87,43/362,M2039,42:28,42:27,6:50
88,44/362,M2039,42:46,42:30,6:51
89,45/362,M2039,42:34,42:30,6:51
90,22/256,M4049,42:34,42:31,6:51
92,46/362,M2039,42:44,42:32,6:51
93,23/256,M4049,42:44,42:34,6:51
94,47/362,M2039,43:06,42:35,6:52
95,24/256,M4049,42:38,42:37,6:52
96,25/256,M4049,42:47,42:39,6:52
97,26/256,M4049,42:48,42:44,6:53
98,10/448,F2039,43:15,42:48,6:54
99,48/362,M2039,42:58,42:49,6:54
100,49/362,M2039,42:58,42:50,6:54
101,50/362,M2039,43:05,42:51,6:54
102,51/362,M2039,42:57,42:54,6:55
103,52/362,M2039,43:12,42:54,6:55
104,53/362,M2039,43:12,42:54,6:55
105,54/362,M2039,43:14,42:56,6:55
106,3/186,F4049,42:59,42:57,6:55
107,11/448,F2039,44:06,42:59,6:55
108,55/362,M2039,43:23,43:00,6:56
109,12/448,F2039,43:12,43:04,6:56
110,56/362,M2039,43:12,43:05,6:56
111,57/362,M2039,43:35,43:05,6:56
112,4/186,F4049,43:11,43:07,6:57
113,8/171,M5059,43:14,43:12,6:58
114,58/362,M2039,43:30,43:17,6:58
115,27/256,M4049,43:24,43:20,6:59
116,28/256,M4049,43:25,43:21,6:59
117,59/362,M2039,43:34,43:26,7:00
118,29/256,M4049,43:32,43:29,7:00
119,13/448,F2039,43:33,43:31,7:01
120,30/256,M4049,43:42,43:32,7:01
121,31/256,M4049,43:39,43:36,7:01
122,60/362,M2039,43:49,43:39,7:02
123,32/256,M4049,43:54,43:47,7:03
124,33/256,M4049,43:59,43:49,7:04
125,2/46,M6069,43:53,43:50,7:04
126,14/448,F2039,43:58,43:51,7:04
127,34/256,M4049,44:07,43:51,7:04
128,61/362,M2039,44:12,43:51,7:04
129,62/362,M2039,44:02,43:52,7:04
130,9/171,M5059,44:01,43:52,7:04
131,63/362,M2039,44:03,43:55,7:04
132,64/362,M2039,44:29,43:58,7:05
133,35/256,M4049,44:02,44:00,7:05
134,3/22,M0119,44:17,44:00,7:05
135,36/256,M4049,44:18,44:01,7:05
136,37/256,M4049,44:20,44:03,7:06
137,15/448,F2039,44:18,44:06,7:06
138,65/362,M2039,44:27,44:09,7:07
139,16/448,F2039,44:40,44:13,7:07
140,66/362,M2039,44:23,44:14,7:08
141,38/256,M4049,45:03,44:16,7:08
142,17/448,F2039,44:41,44:24,7:09
143,18/448,F2039,44:43,44:27,7:10
144,67/362,M2039,45:02,44:27,7:10
145,1/64,F5059,44:49,44:32*,7:11
146,3/46,M6069,44:34,44:33*,7:11
147,10/171,M5059,44:45,44:33,7:11
148,68/362,M2039,45:02,44:37,7:11
149,11/171,M5059,44:52,44:40,7:12
150,69/362,M2039,45:22,44:41,7:12
151,70/362,M2039,44:59,44:44,7:12
152,5/186,F4049,44:50,44:48,7:13
153,19/448,F2039,44:52,44:48,7:13
154,20/448,F2039,45:11,44:51,7:13
155,71/362,M2039,45:01,44:52,7:14
156,6/186,F4049,45:06,44:52,7:14
157,39/256,M4049,45:06,44:54,7:14
158,72/362,M2039,45:02,44:54,7:14
159,73/362,M2039,45:23,44:55,7:14
160,74/362,M2039,45:04,44:57,7:15
161,21/448,F2039,45:07,45:03,7:15
162,12/171,M5059,45:14,45:06,7:16
163,75/362,M2039,45:15,45:06,7:16
164,40/256,M4049,45:23,45:09,7:16
165,41/256,M4049,45:16,45:10,7:17
166,42/256,M4049,45:50,45:11,7:17
167,43/256,M4049,45:21,45:14,7:17
168,44/256,M4049,45:18,45:15,7:17
169,76/362,M2039,45:27,45:15,7:17
170,22/448,F2039,45:22,45:19,7:18
171,13/171,M5059,45:24,45:21,7:18
172,23/448,F2039,45:27,45:21,7:18
173,45/256,M4049,45:38,45:23,7:19
174,77/362,M2039,45:39,45:25,7:19
175,78/362,M2039,45:46,45:26,7:19
176,4/46,M6069,45:31,45:28,7:19
177,14/171,M5059,45:50,45:29,7:20
178,4/22,M0119,45:56,45:30,7:20
179,46/256,M4049,45:48,45:30,7:20
180,47/256,M4049,45:46,45:30,7:20
181,79/362,M2039,45:47,45:33,7:20
182,80/362,M2039,46:05,45:39,7:21
183,81/362,M2039,45:53,45:40,7:21
184,24/448,F2039,45:58,45:40,7:21
185,82/362,M2039,45:57,45:40,7:21
186,7/186,F4049,46:03,45:40,7:21
187,48/256,M4049,46:14,45:43,7:22
188,8/186,F4049,45:59,45:43,7:22
189,83/362,M2039,46:34,45:44,7:22
190,9/186,F4049,45:57,45:45,7:22
191,49/256,M4049,46:02,45:45,7:22
192,15/171,M5059,45:56,45:46,7:22
193,84/362,M2039,46:00,45:47,7:22
194,50/256,M4049,46:15,45:49,7:23
195,85/362,M2039,47:09,45:51,7:23
196,16/171,M5059,46:03,45:53,7:23
197,51/256,M4049,46:06,45:56,7:24
198,86/362,M2039,46:16,45:57,7:24
199,87/362,M2039,46:10,45:57,7:24
200,88/362,M2039,46:01,45:58,7:24
201,89/362,M2039,46:29,45:58,7:24
202,25/448,F2039,46:15,45:58,7:24
203,90/362,M2039,46:09,45:59,7:24
204,91/362,M2039,46:14,45:59,7:24
205,26/448,F2039,46:57,46:00,7:25
206,52/256,M4049,46:15,46:01,7:25
207,92/362,M2039,46:13,46:01,7:25
208,93/362,M2039,46:43,46:02,7:25
209,10/186,F4049,46:09,46:03,7:25
210,27/448,F2039,46:16,46:04,7:25
211,94/362,M2039,46:29,46:04,7:25
212,53/256,M4049,46:19,46:05,7:25
213,17/171,M5059,46:20,46:05,7:25
214,95/362,M2039,46:57,46:07,7:26
215,96/362,M2039,46:18,46:11,7:26
216,54/256,M4049,46:21,46:16,7:27
217,97/362,M2039,46:51,46:17,7:27
218,98/362,M2039,46:48,46:21,7:28
219,55/256,M4049,46:55,46:23,7:28
220,99/362,M2039,47:55,46:23,7:28
221,100/362,M2039,46:31,46:24,7:28
222,101/362,M2039,46:28,46:24,7:28
223,18/171,M5059,46:30,46:25,7:29
224,102/362,M2039,47:23,46:25,7:29
225,28/448,F2039,46:42,46:28,7:29
226,103/362,M2039,46:47,46:29,7:29
227,11/186,F4049,47:00,46:33,7:30
228,104/362,M2039,47:16,46:34,7:30
229,105/362,M2039,47:01,46:34,7:30
230,56/256,M4049,46:36,46:34,7:30
231,106/362,M2039,46:53,46:35,7:30
232,19/171,M5059,47:04,46:35,7:30
233,107/362,M2039,46:55,46:36,7:30
234,108/362,M2039,47:17,46:38,7:31
235,109/362,M2039,46:56,46:39,7:31
236,29/448,F2039,46:54,46:39,7:31
237,20/171,M5059,47:02,46:40,7:31
238,110/362,M2039,46:57,46:41,7:31
239,21/171,M5059,46:57,46:41,7:31
240,111/362,M2039,47:12,46:41,7:31
241,1/20,F0119,46:47,46:44,7:32
242,112/362,M2039,47:26,46:44,7:32
243,57/256,M4049,46:46,46:45,7:32
244,22/171,M5059,47:00,46:47,7:32
245,58/256,M4049,47:04,46:48,7:32
246,23/171,M5059,47:21,46:52,7:33
247,59/256,M4049,47:02,46:52,7:33
248,113/362,M2039,46:58,46:53,7:33
249,114/362,M2039,47:55,46:54,7:33
250,115/362,M2039,48:33,46:56,7:34
251,1/11,M7099,46:57,46:56*,7:34
252,30/448,F2039,47:53,46:58,7:34
254,24/171,M5059,47:12,47:00,7:34
255,116/362,M2039,47:38,47:02,7:35
256,1/10,F6069,47:07,47:03*,7:35
257,117/362,M2039,47:35,47:03,7:35
258,118/362,M2039,47:28,47:03,7:35
259,60/256,M4049,47:16,47:05,7:35
260,31/448,F2039,47:14,47:07,7:35
261,119/362,M2039,47:31,47:07,7:35
262,12/186,F4049,47:24,47:09,7:36
263,25/171,M5059,47:29,47:09,7:36
264,120/362,M2039,47:19,47:14,7:37
265,32/448,F2039,47:26,47:14,7:37
266,121/362,M2039,47:19,47:15,7:37
267,61/256,M4049,47:41,47:16,7:37
268,33/448,F2039,48:15,47:17,7:37
269,5/46,M6069,47:29,47:18,7:37
270,62/256,M4049,47:21,47:19,7:37
271,63/256,M4049,47:29,47:19,7:37
272,34/448,F2039,47:42,47:20,7:37
273,64/256,M4049,47:38,47:21,7:38
274,122/362,M2039,47:44,47:21,7:38
275,65/256,M4049,47:55,47:23,7:38
276,123/362,M2039,47:43,47:23,7:38
277,66/256,M4049,47:34,47:24,7:38
278,67/256,M4049,47:37,47:24,7:38
279,13/186,F4049,47:48,47:28,7:39
280,124/362,M2039,47:47,47:29,7:39
281,35/448,F2039,48:12,47:29,7:39
282,26/171,M5059,47:39,47:30,7:39
283,125/362,M2039,48:12,47:31,7:39
284,27/171,M5059,48:23,47:31,7:39
285,36/448,F2039,47:53,47:32,7:39
286,68/256,M4049,47:40,47:32,7:39
287,37/448,F2039,47:45,47:33,7:40
288,126/362,M2039,48:31,47:34,7:40
289,127/362,M2039,47:44,47:34,7:40
290,128/362,M2039,48:27,47:34,7:40
291,69/256,M4049,47:49,47:35,7:40
292,28/171,M5059,47:48,47:35,7:40
293,129/362,M2039,47:40,47:35,7:40
294,130/362,M2039,48:12,47:36,7:40
295,70/256,M4049,48:15,47:38,7:40
296,131/362,M2039,47:51,47:38,7:40
297,71/256,M4049,47:45,47:38,7:40
298,72/256,M4049,47:42,47:38,7:40
299,73/256,M4049,48:28,47:39,7:40
300,29/171,M5059,48:11,47:39,7:41
301,74/256,M4049,47:40,47:39,7:41
302,75/256,M4049,48:05,47:40,7:41
303,38/448,F2039,48:07,47:43,7:41
304,76/256,M4049,47:58,47:45,7:41
305,30/171,M5059,48:14,47:45,7:42
306,39/448,F2039,48:07,47:46,7:42
307,31/171,M5059,47:52,47:46,7:42
308,132/362,M2039,48:31,47:48,7:42
309,77/256,M4049,47:55,47:49,7:42
310,133/362,M2039,48:36,47:50,7:42
311,78/256,M4049,48:14,47:51,7:42
312,134/362,M2039,47:51,47:51,7:42
313,135/362,M2039,48:07,47:51,7:42
314,136/362,M2039,48:07,47:53,7:43
315,137/362,M2039,48:42,47:55,7:43
316,6/46,M6069,48:02,47:56,7:43
317,138/362,M2039,48:28,47:56,7:43
318,139/362,M2039,48:44,47:58,7:44
319,79/256,M4049,48:01,48:00,7:44
320,40/448,F2039,48:44,48:01,7:44
321,80/256,M4049,48:18,48:03,7:44
322,41/448,F2039,48:37,48:03,7:44
323,140/362,M2039,48:36,48:05,7:45
324,81/256,M4049,48:26,48:06,7:45
325,141/362,M2039,48:13,48:07,7:45
326,14/186,F4049,48:40,48:10,7:45
327,15/186,F4049,48:47,48:12,7:46
328,16/186,F4049,48:35,48:12,7:46
329,42/448,F2039,48:33,48:13,7:46
330,82/256,M4049,49:05,48:14,7:46
331,43/448,F2039,48:35,48:14,7:46
332,142/362,M2039,48:51,48:15,7:46
333,83/256,M4049,48:43,48:15,7:46
334,84/256,M4049,49:06,48:15,7:46
335,143/362,M2039,48:25,48:18,7:47
336,144/362,M2039,48:30,48:19,7:47
337,32/171,M5059,48:26,48:20,7:47
338,2/20,F0119,48:26,48:20,7:47
339,145/362,M2039,49:28,48:21,7:47
340,146/362,M2039,48:22,48:22,7:47
341,85/256,M4049,49:12,48:22,7:47
342,44/448,F2039,49:27,48:28,7:48
343,45/448,F2039,48:36,48:29,7:49
344,46/448,F2039,48:39,48:30,7:49
345,33/171,M5059,48:38,48:32,7:49
346,17/186,F4049,48:45,48:32,7:49
347,86/256,M4049,48:40,48:33,7:49
348,87/256,M4049,48:48,48:33,7:49
349,47/448,F2039,49:14,48:34,7:49
350,34/171,M5059,48:40,48:35,7:49
351,147/362,M2039,48:53,48:35,7:50
352,35/171,M5059,48:59,48:35,7:50
353,148/362,M2039,48:41,48:36,7:50
354,48/448,F2039,49:18,48:37,7:50
355,149/362,M2039,49:18,48:38,7:50
356,150/362,M2039,48:56,48:38,7:50
357,5/22,M0119,49:31,48:39,7:50
358,151/362,M2039,49:09,48:39,7:50
359,49/448,F2039,49:06,48:40,7:50
360,50/448,F2039,49:09,48:40,7:50
361,36/171,M5059,49:04,48:41,7:50
362,88/256,M4049,49:02,48:42,7:51
363,89/256,M4049,48:52,48:42,7:51
364,51/448,F2039,49:06,48:43,7:51
366,152/362,M2039,49:28,48:44,7:51
367,90/256,M4049,49:07,48:44,7:51
368,7/46,M6069,49:05,48:45,7:51
369,52/448,F2039,49:27,48:46,7:51
370,53/448,F2039,49:47,48:46,7:51
371,153/362,M2039,48:50,48:46,7:51
372,91/256,M4049,49:02,48:48,7:52
373,92/256,M4049,49:40,48:48,7:52
374,18/186,F4049,49:07,48:53,7:52
375,54/448,F2039,49:36,48:55,7:53
376,19/186,F4049,49:54,48:55,7:53
377,37/171,M5059,49:09,48:56,7:53
378,154/362,M2039,49:33,48:58,7:53
379,93/256,M4049,49:28,48:59,7:53
380,94/256,M4049,49:37,48:59,7:53
381,38/171,M5059,49:06,48:59,7:53
382,155/362,M2039,49:41,49:00,7:54
383,39/171,M5059,49:21,49:02,7:54
384,40/171,M5059,49:27,49:04,7:54
385,55/448,F2039,49:25,49:04,7:54
386,56/448,F2039,49:21,49:05,7:54
387,57/448,F2039,49:31,49:06,7:55
388,58/448,F2039,49:46,49:06,7:55
389,59/448,F2039,49:29,49:07,7:55
390,20/186,F4049,49:42,49:07,7:55
391,95/256,M4049,49:20,49:08,7:55
392,41/171,M5059,49:33,49:11,7:55
393,156/362,M2039,49:44,49:11,7:55
394,157/362,M2039,49:11,49:11,7:55
395,96/256,M4049,50:01,49:12,7:56
396,97/256,M4049,50:42,49:12,7:56
397,21/186,F4049,49:48,49:13,7:56
398,98/256,M4049,49:41,49:13,7:56
399,2/64,F5059,49:34,49:14,7:56
400,158/362,M2039,49:39,49:16,7:56
401,60/448,F2039,50:09,49:17,7:56
402,159/362,M2039,49:46,49:17,7:56
403,99/256,M4049,50:03,49:17,7:56
404,61/448,F2039,49:33,49:17,7:56
405,160/362,M2039,50:04,49:18,7:56
406,161/362,M2039,49:33,49:18,7:56
407,100/256,M4049,49:32,49:18,7:56
408,162/362,M2039,49:35,49:19,7:57
409,3/64,F5059,49:38,49:20,7:57
410,6/22,M0119,49:47,49:21,7:57
411,22/186,F4049,49:44,49:21,7:57
412,8/46,M6069,49:38,49:21,7:57
413,163/362,M2039,50:01,49:22,7:57
414,164/362,M2039,49:51,49:24,7:57
415,165/362,M2039,49:51,49:26,7:58
416,166/362,M2039,49:41,49:26,7:58
417,23/186,F4049,49:38,49:27,7:58
418,24/186,F4049,49:52,49:28,7:58
419,167/362,M2039,49:57,49:29,7:58
420,168/362,M2039,50:00,49:32,7:59
421,101/256,M4049,50:09,49:32,7:59
422,102/256,M4049,49:46,49:32,7:59
423,42/171,M5059,49:42,49:33,7:59
424,62/448,F2039,49:57,49:34,7:59
425,63/448,F2039,49:57,49:34,7:59
426,64/448,F2039,50:09,49:35,7:59
427,169/362,M2039,49:52,49:36,7:59
428,43/171,M5059,50:14,49:36,7:59
429,103/256,M4049,50:12,49:37,8:00
430,44/171,M5059,50:17,49:37,8:00
431,170/362,M2039,50:24,49:38,8:00
432,171/362,M2039,50:06,49:38,8:00
433,172/362,M2039,49:43,49:39,8:00
434,173/362,M2039,50:09,49:40,8:00
435,104/256,M4049,49:50,49:41,8:00
436,174/362,M2039,50:26,49:42,8:00
437,3/20,F0119,50:21,49:45,8:01
438,45/171,M5059,50:22,49:45,8:01
439,105/256,M4049,50:04,49:46,8:01
440,25/186,F4049,50:13,49:48,8:01
441,106/256,M4049,50:11,49:48,8:01
442,26/186,F4049,50:16,49:48,8:01
443,65/448,F2039,50:16,49:48,8:01
444,175/362,M2039,50:32,49:49,8:02
445,66/448,F2039,50:45,49:50,8:02
446,67/448,F2039,50:19,49:50,8:02
447,27/186,F4049,50:08,49:51,8:02
448,68/448,F2039,50:20,49:51,8:02
449,28/186,F4049,50:26,49:52,8:02
450,46/171,M5059,50:08,49:53,8:02
451,47/171,M5059,50:36,49:54,8:02
452,176/362,M2039,50:37,49:55,8:02
453,29/186,F4049,50:58,49:57,8:03
454,48/171,M5059,50:04,50:00,8:03
455,69/448,F2039,50:24,50:03,8:04
456,177/362,M2039,51:03,50:04,8:04
457,107/256,M4049,50:21,50:05,8:04
458,108/256,M4049,50:34,50:09,8:05
459,178/362,M2039,50:31,50:09,8:05
460,109/256,M4049,50:24,50:09,8:05
461,49/171,M5059,50:21,50:10,8:05
462,110/256,M4049,51:07,50:12,8:05
463,179/362,M2039,50:45,50:12,8:05
464,180/362,M2039,50:49,50:14,8:05
465,70/448,F2039,51:00,50:14,8:06
466,181/362,M2039,50:33,50:15,8:06
467,50/171,M5059,50:42,50:15,8:06
468,30/186,F4049,50:27,50:15,8:06
469,182/362,M2039,50:51,50:16,8:06
470,51/171,M5059,50:35,50:18,8:06
471,31/186,F4049,51:08,50:19,8:06
472,32/186,F4049,51:27,50:21,8:07
473,71/448,F2039,50:35,50:21,8:07
474,111/256,M4049,50:43,50:24,8:07
475,183/362,M2039,51:29,50:25,8:07
476,52/171,M5059,50:50,50:26,8:07
477,112/256,M4049,51:06,50:29,8:08
478,53/171,M5059,50:53,50:30,8:08
479,72/448,F2039,51:17,50:30,8:08
480,184/362,M2039,51:33,50:31,8:08
481,113/256,M4049,50:41,50:32,8:08
482,54/171,M5059,50:57,50:33,8:08
483,55/171,M5059,51:08,50:33,8:09
484,114/256,M4049,50:46,50:33,8:09
485,115/256,M4049,51:00,50:34,8:09
486,185/362,M2039,51:28,50:34,8:09
487,33/186,F4049,50:46,50:34,8:09
488,186/362,M2039,50:56,50:34,8:09
489,116/256,M4049,50:56,50:34,8:09
490,187/362,M2039,51:12,50:36,8:09
491,56/171,M5059,51:02,50:37,8:09
492,188/362,M2039,51:22,50:37,8:09
493,189/362,M2039,51:12,50:38,8:09
494,190/362,M2039,51:44,50:38,8:09
495,117/256,M4049,51:27,50:42,8:10
496,73/448,F2039,50:47,50:43,8:10
497,74/448,F2039,51:31,50:43,8:10
498,9/46,M6069,50:58,50:47,8:11
499,118/256,M4049,51:17,50:48,8:11
500,119/256,M4049,51:20,50:51,8:11
501,75/448,F2039,51:41,50:53,8:12
502,76/448,F2039,51:05,50:53,8:12
503,57/171,M5059,51:09,50:53,8:12
504,120/256,M4049,52:20,50:53,8:12
505,191/362,M2039,51:49,50:53,8:12
506,121/256,M4049,51:54,50:54,8:12
507,77/448,F2039,51:02,50:55,8:12
508,78/448,F2039,51:45,50:56,8:12
509,79/448,F2039,51:10,50:56,8:12
510,192/362,M2039,51:35,50:56,8:12
511,80/448,F2039,51:44,50:57,8:12
512,193/362,M2039,51:14,50:58,8:13
513,58/171,M5059,51:14,50:58,8:13
514,194/362,M2039,51:29,50:59,8:13
515,195/362,M2039,52:36,51:00,8:13
516,122/256,M4049,51:35,51:01,8:13
517,123/256,M4049,51:36,51:04,8:14
518,196/362,M2039,51:12,51:05,8:14
519,197/362,M2039,52:17,51:05,8:14
520,198/362,M2039,51:24,51:06,8:14
521,81/448,F2039,51:32,51:06,8:14
522,82/448,F2039,51:22,51:07,8:14
523,124/256,M4049,51:33,51:08,8:14
524,83/448,F2039,51:33,51:08,8:14
525,84/448,F2039,52:33,51:09,8:14
526,199/362,M2039,52:02,51:11,8:15
527,125/256,M4049,52:00,51:14,8:15
528,126/256,M4049,51:49,51:14,8:15
529,200/362,M2039,52:05,51:14,8:15
530,201/362,M2039,51:48,51:14,8:15
531,85/448,F2039,51:35,51:15,8:15
532,127/256,M4049,51:32,51:15,8:15
533,59/171,M5059,52:19,51:19,8:16
534,86/448,F2039,52:23,51:20,8:16
535,202/362,M2039,51:40,51:22,8:16
536,87/448,F2039,52:20,51:22,8:16
537,88/448,F2039,52:06,51:25,8:17
538,4/64,F5059,51:40,51:25,8:17
539,203/362,M2039,52:59,51:26,8:17
540,204/362,M2039,52:04,51:28,8:17
541,89/448,F2039,52:13,51:30,8:18
542,10/46,M6069,52:18,51:30,8:18
543,90/448,F2039,52:12,51:31,8:18
544,205/362,M2039,52:51,51:31,8:18
545,128/256,M4049,51:55,51:32,8:18
546,206/362,M2039,51:49,51:33,8:18
547,91/448,F2039,51:42,51:34,8:18
548,92/448,F2039,52:28,51:35,8:19
549,207/362,M2039,52:06,51:37,8:19
550,34/186,F4049,51:51,51:38,8:19
551,93/448,F2039,51:55,51:40,8:19
552,94/448,F2039,51:54,51:40,8:19
553,208/362,M2039,52:51,51:40,8:19
554,95/448,F2039,52:15,51:42,8:20
555,96/448,F2039,52:14,51:42,8:20
556,35/186,F4049,52:34,51:42,8:20
557,36/186,F4049,52:40,51:42,8:20
558,60/171,M5059,52:15,51:42,8:20
559,97/448,F2039,51:56,51:43,8:20
560,11/46,M6069,52:45,51:43,8:20
561,209/362,M2039,52:24,51:44,8:20
562,61/171,M5059,52:42,51:44,8:20
563,129/256,M4049,53:12,51:46,8:20
564,37/186,F4049,52:27,51:47,8:20
565,62/171,M5059,52:46,51:49,8:21
566,98/448,F2039,53:17,51:49,8:21
567,210/362,M2039,53:25,51:50,8:21
568,99/448,F2039,52:03,51:50,8:21
569,63/171,M5059,52:14,51:50,8:21
570,100/448,F2039,52:15,51:51,8:21
571,130/256,M4049,52:35,51:52,8:21
572,101/448,F2039,52:39,51:53,8:21
